ID,item_cnt_month
231,0.47363693
232,0.09663692
233,0.34574717
234,0.09663692
235,0.14425476
236,0.21718544
237,0.36535078
238,0.3582701
239,0.18032973
240,0.8258806
241,0.07377423
242,0.09663692
243,0.09663692
244,0.09663692
245,0.23522523
246,1.6763043
247,0.43900394
248,0.49033678
249,0.08975263
250,0.71031636
251,0.15834275
252,0.24009506
253,1.0429289
254,0.40661752
255,5.4814315
256,0.09663692
257,0.1635271
258,0.50177187
259,0.20945154
260,0.075601295
261,0.09925637
262,0.21002384
263,0.09663692
264,0.0756854
265,0.43850362
266,0.09663692
267,0.20900767
268,0.09026088
269,0.10162931
270,1.016878
271,0.10211921
272,0.16330118
273,0.6584218
274,11.380415
275,0.09663692
276,0.3582701
277,1.4775403
278,0.36217016
279,0.18294768
280,0.1754625
281,0.15170884
282,0.12257423
283,0.73448145
284,0.1754625
285,0.23282582
286,0.09663693
287,0.89176613
288,0.23602882
289,0.3582701
290,0.09663692
291,0.0984481
292,0.27151978
293,0.13516967
294,0.78718644
295,1.0429863
296,0.16019757
297,0.1441581
298,0.09663692
299,0.09663692
300,0.09838916
301,0.502164
302,0.83824533
303,0.73240215
304,0.08938441
305,0.089279175
306,0.21976128
307,0.15345249
308,0.26916826
309,0.09663692
310,0.09663692
311,0.40232533
312,0.8392932
313,0.18294768
314,0.09663692
315,0.3582701
316,0.13346735
317,2.1027894
318,0.0880754
319,0.1622274
320,0.09663692
321,0.09267143
322,0.7131487
323,0.123557135
324,0.43033946
325,0.4475934
326,0.35001433
327,0.09663692
328,0.09663692
329,0.3636709
330,0.09663692
331,0.09663692
332,0.14187427
333,0.24735571
334,0.9179487
335,0.2638387
336,0.11154107
337,0.78485864
338,0.37550217
339,0.3967992
340,0.10973813
341,0.21842657
342,0.09663692
343,0.9955145
344,0.09979044
345,0.10950032
346,4.449532
347,3.6755145
348,0.104747295
349,0.28899604
350,0.09663693
351,0.4933868
352,0.09663692
353,0.116030775
354,0.09663692
355,0.09663692
356,0.3582701
357,0.78718644
358,0.59182584
359,0.3582701
360,0.14839807
361,3.2679837
362,0.6584218
363,0.9179487
364,0.49800307
365,0.49850494
366,0.09663692
367,0.09663692
368,0.09663692
369,0.1789758
370,0.09663692
371,0.3582701
372,0.6584218
373,0.09663692
374,1.3564733
375,2.3980672
376,0.4576118
377,0.23282582
378,0.40958372
379,0.09663692
380,2.8429673
381,0.49850494
382,0.478678
383,0.09663693
384,1.6758769
385,0.40834355
386,0.48113495
387,0.09663692
388,0.16263783
389,0.086635016
390,0.09663692
391,0.12229875
392,0.1653505
393,0.3900655
394,0.09663692
395,0.09663692
396,2.0965037
397,0.36936384
398,0.09663692
399,0.40497595
400,0.09663692
401,0.43015033
402,1.5918658
403,2.4313705
404,0.35175145
405,0.117170736
406,0.12965988
407,0.08656387
408,0.1096114
409,0.09663692
410,0.09663692
411,1.0390859
412,0.08719728
413,0.18775275
414,0.09663693
415,4.5708776
416,0.09663692
417,0.09663692
418,0.09663692
419,0.09663692
420,0.40753645
421,1.346983
422,0.3582701
423,0.97137576
424,0.111056745
425,0.16501723
426,0.09663692
427,0.09663692
428,1.0557728
429,0.45276487
430,0.8526822
431,0.6513854
432,0.08655102
433,0.09663692
434,0.08426195
435,0.8246621
436,0.11487182
437,0.86006117
438,0.5700231
439,0.64175045
440,0.12317294
441,0.14488223
442,0.20900767
443,0.1773796
444,0.111056745
445,0.34421355
446,0.21936524
447,0.20348203
448,0.3582701
449,0.61203015
450,0.3582701
451,0.18772689
452,0.15368094
453,0.21095836
454,0.40891546
455,0.16936414
456,0.38900626
457,0.09663692
458,0.5228926
459,0.5617448
460,15.91365
461,1.2666953
462,0.3582701
463,0.6142636
464,0.56079143
465,0.09663692
466,0.09663692
467,0.09663692
468,0.09663692
469,0.27283823
470,0.3582701
471,0.38721174
472,0.14839807
473,0.09663692
474,0.9904975
475,1.346983
476,0.09663692
477,0.08171788
478,0.09833151
479,0.09663693
480,0.09663692
481,0.09663692
482,0.107506074
483,0.3582701
484,0.95047337
485,0.46142513
486,0.5850231
487,0.1145664
488,0.09663692
489,2.4689927
490,0.16399783
491,0.09663692
492,0.40618396
493,0.09663692
494,0.33505717
495,0.09785957
496,0.12229875
497,0.09663692
498,5.2096086
499,0.09663692
500,0.09663692
501,0.5289722
502,0.4357667
503,0.09663692
504,1.023337
505,0.6338178
506,0.90564144
507,0.1254445
508,0.85839695
509,0.31452727
510,0.13648757
511,0.09835524
512,0.21872148
513,0.09663692
514,0.08655102
515,0.09663692
516,0.20900767
517,0.53575224
518,0.89295787
519,0.45712537
520,0.38539112
521,0.5063561
522,0.6105509
523,1.2861181
524,0.14839807
525,0.52579576
526,0.18174322
527,0.14507873
528,0.08938441
529,0.08680759
530,0.09663692
531,0.5932415
532,0.09042059
533,0.08283569
534,0.09663692
535,0.07678263
536,0.09663692
537,0.12544107
538,0.27962723
539,0.16820264
540,0.7552634
541,0.09663692
542,0.21066299
543,0.11910805
544,0.0917456
545,0.09663692
546,0.36251974
547,0.10802771
548,0.0991178
549,0.09835641
550,0.09663692
551,0.2712323
552,0.54726326
553,0.10805975
554,0.09925637
555,0.32431138
556,0.12942804
557,0.1754625
558,0.09663692
559,0.13489754
560,0.2651801
561,0.77576035
562,0.09171943
563,0.09663692
564,0.09663692
565,0.12402515
566,0.14179379
567,0.09663692
568,0.19559191
569,0.100365944
570,0.09663692
571,0.09663692
572,0.78718644
573,0.24214935
574,0.09663693
575,0.09663693
576,0.2525884
577,0.09663692
578,0.09663692
579,0.37333983
580,0.09663692
581,0.09663692
582,0.09663692
583,0.09663692
584,0.83292085
585,0.080122046
586,0.09663692
587,0.5072351
588,2.6964774
589,0.15274589
590,0.48974937
591,0.30193833
592,2.339556
593,0.112139896
594,0.12993976
595,0.17946388
596,0.13612407
597,0.09663692
598,0.099045105
599,0.09663692
600,0.09932658
601,0.13878311
602,0.09663692
603,0.09026088
604,0.202435
605,0.084318414
606,0.08841466
607,0.09663693
608,0.089123085
609,0.41509163
610,0.36503732
611,0.6497432
612,0.09663692
613,0.09663692
614,0.09663692
615,0.8286886
616,0.3582701
617,0.25583494
618,0.478678
619,0.12229875
620,0.34917718
621,0.09663692
622,0.09663692
623,0.45965505
624,0.3582701
625,0.3582701
626,0.78718644
627,0.09663692
628,0.09729165
629,0.14839807
630,0.21333173
631,0.09663692
632,0.14839807
633,0.09663692
634,0.5555438
635,0.28661793
636,0.09663692
637,0.21169291
638,0.22998172
639,0.11857884
640,0.50241137
641,0.73253125
642,0.12321451
643,0.09663692
644,0.08807539
645,0.09663692
646,0.78718644
647,0.12229875
648,0.09663692
649,0.14839807
650,0.22462192
651,0.85062593
652,0.09663692
653,0.14668022
654,0.113917686
655,0.3582701
656,0.31656945
657,0.09663692
658,0.09663692
659,0.12967438
660,0.5212553
661,0.21558928
662,0.09663692
663,1.0643543
664,0.09007125
665,0.3505584
666,0.14968014
667,0.09663692
668,0.6584218
669,0.14839807
670,0.1149957
671,0.096273564
672,0.119105935
673,0.62700176
674,0.09663692
675,0.09663692
676,0.4331345
677,0.76649386
678,0.20900767
679,0.6860117
680,0.09663692
681,0.08096568
682,0.35750574
683,0.09663692
684,0.6584218
685,0.3582701
686,0.32431138
687,0.3582701
688,0.29780805
689,0.09663692
690,0.09663692
691,0.14128353
692,0.1333253
693,0.10046749
694,0.09663692
695,0.85156655
696,0.09663692
697,0.09663692
698,0.09663692
699,0.09663692
700,1.346983
701,0.09663692
702,1.4070628
703,1.4070628
704,0.09663692
705,0.09663692
706,0.116068274
707,0.09663692
708,0.1031026
709,2.2694635
710,0.22600862
711,0.31151915
712,0.09663692
713,0.44234055
714,0.20900767
715,0.09663692
716,0.4335891
717,0.21677656
718,0.09663692
719,0.09663692
720,0.09663692
721,0.52808046
722,0.08396881
723,1.9537826
724,0.15214916
725,0.478678
726,0.5127356
727,0.6584218
728,0.09663692
729,1.0497359
730,0.1430681
731,0.10430674
732,0.9321906
733,0.09663692
734,0.6584219
735,0.20900767
736,0.3582701
737,0.6489231
738,0.478678
739,0.25399345
740,0.20900767
741,0.08467116
742,0.09663692
743,0.3582701
744,0.5604061
745,0.478678
746,0.32431138
747,0.44162196
748,0.5899643
749,0.09663692
750,0.34278977
751,0.1241849
752,0.31151915
753,0.09459643
754,1.5022898
755,0.4335891
756,0.09663692
757,0.43306184
758,0.089279175
759,0.10412326
760,0.8704009
761,0.31839603
762,0.10298702
763,1.7201929
764,0.31151915
765,0.12229875
766,0.20900767
767,0.33874273
768,0.6153668
769,0.3080871
770,0.09663692
771,0.09663692
772,0.20900767
773,0.09663692
774,0.09663692
775,0.09663692
776,0.3582701
777,0.3582701
778,0.09663692
779,0.3582701
780,0.09663692
781,0.9904975
782,0.8358764
783,0.3582701
784,0.09663692
785,0.9904975
786,2.192512
787,1.1280366
788,0.09663692
789,0.3582701
790,0.09663692
791,0.09663692
792,0.09663692
793,2.8707078
794,0.09663692
795,0.09663692
796,0.09663692
797,0.3582701
798,0.09663693
799,1.4493343
800,0.3582701
801,0.15170884
802,0.09663692
803,0.09663692
804,0.15568814
805,0.09663692
806,0.07798202
807,0.23157072
808,0.40741184
809,0.09663692
810,0.43484622
811,0.44289684
812,0.36808127
813,0.12229875
814,0.092923954
815,0.43150282
816,0.2297053
817,0.09663692
818,0.09663692
819,0.1366293
820,0.21543828
821,0.09539051
822,0.40880528
823,0.09663692
824,0.24361494
825,0.36236763
826,0.14839807
827,0.09663692
828,0.09336093
829,0.16901104
830,0.9904975
831,0.20294318
832,0.114044785
833,0.48673517
834,0.9904975
835,0.16791865
836,0.09663692
837,0.828339
838,0.52239686
839,0.09728955
840,0.09663692
841,0.20294318
842,0.111056745
843,0.09663692
844,0.32431138
845,0.09663692
846,0.10562865
847,0.3582701
848,0.13511595
849,0.11599019
850,0.16165057
851,0.09663692
852,0.46065378
853,0.09663692
854,0.32431138
855,0.778246
856,0.3582701
857,1.126923
858,0.09663692
859,0.8028096
860,0.11172295
861,0.09663692
862,0.20900767
863,0.3582701
864,0.377528
865,0.5672654
866,0.3557325
867,0.0991178
868,1.0200324
869,0.15467167
870,0.8002816
871,0.1754625
872,0.16024542
873,0.34047598
874,0.4328403
875,1.2208078
876,0.15425012
877,0.089279175
878,0.27398753
879,0.478678
880,0.0851395
881,0.3582701
882,0.54738826
883,1.346983
884,0.6341967
885,0.81460845
886,0.21242672
887,0.31975073
888,0.204777
889,0.10154683
890,0.3445531
891,0.4488157
892,0.0963152
893,0.120061874
894,0.32431138
895,0.20900767
896,0.09663692
897,0.13376093
898,0.082291804
899,0.478678
900,0.085148335
901,1.1612753
902,0.12229875
903,0.09663692
904,0.48938406
905,0.37301743
906,1.9456692
907,0.26025483
908,0.29764533
909,0.09663692
910,0.19771904
911,0.07254773
912,1.3593726
913,0.5186392
914,0.09663692
915,0.16407406
916,0.17746349
917,0.09077203
918,0.16851006
919,0.3713323
920,0.09663692
921,0.95285803
922,0.12229875
923,0.0991178
924,0.37928975
925,0.22513032
926,0.3422634
927,0.14738314
928,0.35635045
929,0.33515882
930,0.09663692
931,0.09663692
932,0.4101109
933,0.3356111
934,0.09663692
935,0.20900767
936,0.3582701
937,0.945383
938,0.12939286
939,0.17684124
940,0.14839807
941,0.29349375
942,0.09663692
943,0.4715228
944,0.0963152
945,0.09663692
946,0.19711652
947,0.09315124
948,0.3582701
949,0.09384387
950,0.20900767
951,0.09663692
952,0.09292973
953,0.09663692
954,0.24121293
955,0.3582701
956,0.098964736
957,0.09074119
958,0.5806467
959,0.09663693
960,0.09663692
961,0.173111
962,0.39798778
963,0.14839807
964,0.14839807
965,0.09663692
966,0.23761827
967,0.09663692
968,0.09554817
969,0.112974405
970,0.09663692
971,0.090566054
972,0.08708016
973,0.45687264
974,0.11485396
975,0.08867341
976,0.35342616
977,1.0467365
978,0.2706346
979,0.9526289
980,0.3835593
981,0.33002582
982,0.5382683
983,0.08639151
984,0.09663692
985,0.48975766
986,0.20294318
987,0.4915967
988,0.0987079
989,0.09663692
990,0.09663693
991,0.29163575
992,0.2707329
993,0.9904975
994,0.6574444
995,0.12327324
996,0.09663692
997,0.12483017
998,0.23190072
999,0.12591948
1000,0.81598705
1001,0.16399783
1002,0.63590926
1003,0.09663692
1004,0.20579317
1005,0.14873484
1006,0.09663692
1007,0.09896946
1008,0.677205
1009,0.20069695
1010,0.19987097
1011,0.36808127
1012,0.49500597
1013,1.7422218
1014,0.09663692
1015,0.09663692
1016,0.09663692
1017,0.09663692
1018,0.08809428
1019,0.20900767
1020,0.09663692
1021,0.25182587
1022,0.088312425
1023,0.079063185
1024,0.43526328
1025,0.09616341
1026,0.52808046
1027,0.21363585
1028,0.09663692
1029,0.12867981
1030,0.122843936
1031,0.3582701
1032,1.9806707
1033,0.09663692
1034,0.5939272
1035,0.21106264
1036,0.10315959
1037,1.2289926
1038,0.09663692
1039,0.07888933
1040,0.48606676
1041,0.09663692
1042,0.09663692
1043,0.10832541
1044,0.2598867
1045,0.20900767
1046,0.5455124
1047,0.20900767
1048,0.21553835
1049,0.09663692
1050,0.09663692
1051,0.09663692
1052,0.09663692
1053,0.09663692
1054,0.09663693
1055,0.33458316
1056,0.40984723
1057,0.09663692
1058,0.09663692
1059,1.424756
1060,0.14591125
1061,0.09663692
1062,0.08033781
1063,0.1815227
1064,0.22573143
1065,0.06726463
1066,0.31215245
1067,0.4300272
1068,0.13363466
1069,0.3582701
1070,0.16071811
1071,0.078375205
1072,0.09663692
1073,0.20900767
1074,0.20900767
1075,0.20900767
1076,0.1522235
1077,0.09663692
1078,0.09663692
1079,0.20919305
1080,0.10100833
1081,0.09663692
1082,0.09380235
1083,0.10665857
1084,0.19756813
1085,0.0965579
1086,0.09663693
1087,0.13961454
1088,0.4101109
1089,0.56763566
1090,1.7201929
1091,0.09663692
1092,0.5456864
1093,0.0
1094,0.14839807
1095,0.1638489
1096,0.14839807
1097,0.117648974
1098,0.09663692
1099,0.07577172
1100,0.201206
1101,0.20900767
1102,0.25906867
1103,0.9179487
1104,1.3631699
1105,0.129135
1106,0.09663692
1107,0.7328729
1108,0.09539051
1109,0.09663692
1110,0.14802629
1111,0.09663692
1112,0.21628353
1113,0.09663692
1114,0.35530922
1115,0.090987206
1116,0.14839807
1117,0.09663692
1118,0.0902836
1119,0.12947983
1120,0.3599565
1121,0.13139834
1122,0.15409318
1123,0.09663692
1124,0.10562865
1125,0.16385822
1126,0.45361507
1127,0.09212736
1128,0.14847215
1129,0.34833282
1130,0.23628677
1131,0.09663692
1132,0.09471798
1133,0.10907424
1134,0.21550831
1135,0.08680981
1136,0.18378767
1137,1.091308
1138,0.26511675
1139,0.119108066
1140,0.13254723
1141,0.093209684
1142,0.10731044
1143,0.111056745
1144,0.07581148
1145,0.49850494
1146,0.050924554
1147,0.09663692
1148,0.09663692
1149,0.2040433
1150,0.10562865
1151,0.30813968
1152,0.09663692
1153,0.32601494
1154,0.703132
1155,0.3582701
1156,0.15375209
1157,1.9684644
1158,1.4007668
1159,0.07842705
1160,0.19148949
1161,0.4220692
1162,0.21231951
1163,0.09663692
1164,0.107371956
1165,0.09663692
1166,0.09663692
1167,0.09663692
1168,0.09663692
1169,0.09663692
1170,0.3582701
1171,0.09663692
1172,0.09663692
1173,0.062228538
1174,0.09663692
1175,0.09663692
1176,0.09663692
1177,0.09560691
1178,0.20641153
1179,0.10583007
1180,0.4868124
1181,0.08315316
1182,0.14839809
1183,0.09663693
1184,0.10147756
1185,0.109879375
1186,0.09663692
1187,0.09663692
1188,0.09729165
1189,0.9904975
1190,0.12321451
1191,0.09026088
1192,0.09663692
1193,1.0581261
1194,0.09427951
1195,0.23756182
1196,0.10562865
1197,0.09961051
1198,0.09663692
1199,0.3162642
1200,0.12603861
1201,0.09663692
1202,0.0812529
1203,0.49434096
1204,0.09663692
1205,0.8104387
1206,0.09616341
1207,0.09663692
1208,0.09909734
1209,0.032549158
1210,0.18728538
1211,0.11948634
1212,2.0119157
1213,0.63609874
1214,0.4513579
1215,0.16936414
1216,0.54771405
1217,0.4002818
1218,0.16990691
1219,0.10211921
1220,0.09663692
1221,0.09663692
1222,0.093818426
1223,0.09380235
1224,0.21976253
1225,0.09663692
1226,0.15975237
1227,0.09663692
1228,0.28218043
1229,0.21263213
1230,0.09663692
1231,0.47657555
1232,0.20360991
1233,0.19694208
1234,0.09616341
1235,0.31151915
1236,0.25149888
1237,0.42090708
1238,0.09663692
1239,0.9904975
1240,0.104863755
1241,0.37499332
1242,0.21134928
1243,0.3582701
1244,0.14839807
1245,0.111056745
1246,0.81541896
1247,0.22879767
1248,0.33614117
1249,0.08422065
1250,0.21113396
1251,0.09663692
1252,0.07334692
1253,0.3582701
1254,0.71031636
1255,0.0
1256,0.3930683
1257,0.10211921
1258,0.09663692
1259,0.09663692
1260,0.09663692
1261,0.19527757
1262,0.09663692
1263,0.0840604
1264,1.4229963
1265,0.20464031
1266,0.15313923
1267,0.593365
1268,0.07378601
1269,0.10018865
1270,0.46344584
1271,0.19711652
1272,0.08908349
1273,0.19857912
1274,0.09663692
1275,0.08267744
1276,0.37482664
1277,0.09663692
1278,0.09663693
1279,0.6584219
1280,0.05642733
1281,0.16596258
1282,0.09735327
1283,0.20217097
1284,0.9752373
1285,0.19401035
1286,0.09154737
1287,0.5826421
1288,0.09639735
1289,0.42090708
1290,0.16399783
1291,1.4943777
1292,0.19985077
1293,0.23167713
1294,0.6239601
1295,0.2893651
1296,0.19416903
1297,0.3582701
1298,0.69979024
1299,0.25732365
1300,0.25732365
1301,0.2284636
1302,0.15816157
1303,0.09663692
1304,0.9179487
1305,0.3582701
1306,0.077564426
1307,0.03264399
1308,0.3582701
1309,0.09663692
1310,0.09663693
1311,0.18286636
1312,0.84593254
1313,0.21948002
1314,0.373789
1315,0.09663692
1316,0.50124437
1317,0.20867401
1318,0.9285639
1319,0.104838416
1320,0.20900767
1321,0.14839807
1322,0.09663692
1323,0.3219486
1324,0.12088546
1325,0.59923387
1326,0.09663692
1327,0.09663692
1328,0.13437939
1329,0.10211921
1330,0.09663692
1331,0.10279944
1332,0.09663692
1333,1.997103
1334,0.0917695
1335,0.09386285
1336,0.09663692
1337,0.42463493
1338,0.20294318
1339,0.20224148
1340,0.09663692
1341,0.09663692
1342,0.36766237
1343,0.09074119
1344,0.09663692
1345,0.09292973
1346,0.09663692
1347,0.1754625
1348,0.12229875
1349,0.67900604
1350,0.09663692
1351,0.20900767
1352,0.09663692
1353,0.1754625
1354,0.16925536
1355,0.3582701
1356,0.20900767
1357,0.2097364
1358,0.09516777
1359,0.7503324
1360,0.6584218
1361,0.3582701
1362,0.11403597
1363,0.16292413
1364,0.27287808
1365,0.43068618
1366,0.09303154
1367,0.17978382
1368,0.25513393
1369,0.09663692
1370,0.09663692
1371,0.09663692
1372,0.09026088
1373,0.3582701
1374,0.09663693
1375,0.3582701
1376,0.3667522
1377,0.09663692
1378,0.19099599
1379,0.20900767
1380,0.21095836
1381,0.09651407
1382,0.21430995
1383,0.35364562
1384,0.099750325
1385,0.3582701
1386,0.18581429
1387,0.119086936
1388,0.0793967
1389,0.09663692
1390,0.10915264
1391,0.09702584
1392,0.16573513
1393,0.09663692
1394,0.09663692
1395,0.35378116
1396,0.09663692
1397,0.28472823
1398,0.21750303
1399,0.11841545
1400,0.09663692
1401,0.09663692
1402,0.14839807
1403,0.52538943
1404,0.09663692
1405,0.09663692
1406,0.08847144
1407,0.09663693
1408,0.08200212
1409,0.09663692
1410,0.20900767
1411,0.12913641
1412,0.09368049
1413,0.14839807
1414,0.09026088
1415,0.07898616
1416,0.18986401
1417,0.29250544
1418,0.114798166
1419,0.22183342
1420,0.09663692
1421,0.33723575
1422,0.10753067
1423,0.10717328
1424,0.09407502
1425,0.0991178
1426,0.09663692
1427,0.111056745
1428,0.090252385
1429,0.14621994
1430,0.09663692
1431,0.14216894
1432,0.09663692
1433,0.10163819
1434,0.09663692
1435,0.09494512
1436,0.09663692
1437,0.09663692
1438,0.09663693
1439,0.09663693
1440,0.09663692
1441,0.09663692
1442,0.15293594
1443,0.32629305
1444,0.09663692
1445,0.10785591
1446,0.09663692
1447,0.09663692
1448,0.09663692
1449,0.20900767
1450,0.09663692
1451,0.074116305
1452,0.20842728
1453,0.14839807
1454,0.09663692
1455,0.09663692
1456,0.12923692
1457,0.09663692
1458,0.35001296
1459,0.6584218
1460,0.13743117
1461,0.11652288
1462,0.46297634
1463,0.09663692
1464,0.14683433
1465,0.14401473
1466,0.38058245
1467,0.09663692
1468,0.20900767
1469,0.18901366
1470,0.15834275
1471,0.16339716
1472,0.27431285
1473,0.20900767
1474,0.45829844
1475,0.38140953
1476,0.14839807
1477,0.42355263
1478,0.0917456
1479,0.3582701
1480,0.15338182
1481,0.115211755
1482,0.478678
1483,0.09663692
1484,0.08227407
1485,0.11613118
1486,0.16693686
1487,0.08581729
1488,0.08728765
1489,0.31208676
1490,0.08426195
1491,0.22612377
1492,0.15894717
1493,0.09663692
1494,0.3582701
1495,0.0917456
1496,0.08995369
1497,2.7616131
1498,0.42980778
1499,0.0991178
1500,0.09026088
1501,0.1046581
1502,0.3582701
1503,0.09663693
1504,0.11875957
1505,0.09663692
1506,0.2098546
1507,0.09663692
1508,0.12674263
1509,0.22131832
1510,0.09316638
1511,0.12773144
1512,0.09663692
1513,0.09663692
1514,0.3582701
1515,0.09663692
1516,0.09663692
1517,0.09473664
1518,0.21416986
1519,0.10169328
1520,0.09663692
1521,0.3582701
1522,0.34044015
1523,0.091724455
1524,0.38058245
1525,0.09663692
1526,0.11336065
1527,0.14839807
1528,0.0893777
1529,0.09964159
1530,0.13930118
1531,0.3582701
1532,0.36112154
1533,0.09663692
1534,0.09663693
1535,0.09663693
1536,0.47601444
1537,0.09663692
1538,0.3582701
1539,0.3549689
1540,0.09663692
1541,0.09663692
1542,0.09663692
1543,0.07588147
1544,0.10562865
1545,0.09663692
1546,0.09663692
1547,0.10705758
1548,0.2089726
1549,0.10132337
1550,0.09663692
1551,0.3582701
1552,0.09663692
1553,0.09292973
1554,0.09663692
1555,0.24078132
1556,0.20900767
1557,0.09663692
1558,0.3582701
1559,0.11256295
1560,0.14839807
1561,0.20900767
1562,0.09663692
1563,0.20900767
1564,0.09663692
1565,0.09663692
1566,0.19416904
1567,0.08994826
1568,0.09663692
1569,0.09663692
1570,0.09663692
1571,0.09663692
1572,0.09663692
1573,0.09663692
1574,0.40634054
1575,0.09663692
1576,0.09663692
1577,0.09663692
1578,0.07355
1579,0.09663692
1580,0.09663692
1581,0.09663692
1582,0.5325476
1583,0.21660852
1584,0.23000486
1585,0.09663692
1586,0.09663692
1587,0.20900767
1588,0.09663692
1589,0.08215332
1590,0.08680981
1591,0.09663692
1592,0.09663692
1593,0.0917456
1594,0.09663692
1595,0.09663692
1596,0.09663692
1597,0.09663692
1598,0.09663693
1599,0.09663693
1600,0.09663692
1601,0.09663692
1602,0.12229875
1603,0.09663692
1604,0.09663692
1605,0.08908349
1606,0.09663692
1607,0.09663692
1608,0.3582701
1609,0.3582701
1610,0.09663692
1611,0.09663692
1612,0.09663692
1613,0.33653972
1614,0.09663692
1615,0.44162196
1616,0.09663692
1617,0.09663692
1618,0.47624844
1619,0.09663692
1620,0.09775692
1621,0.48606086
1622,0.09663692
1623,0.09663692
1624,0.09663692
1625,0.09663692
1626,0.09663692
1627,0.701048
1628,0.0991178
1629,0.09663692
1630,0.09663693
1631,0.09663693
1632,0.09663692
1633,0.09663692
1634,0.09663692
1635,0.09663692
1636,0.09663692
1637,0.09663692
1638,0.14322889
1639,0.09663692
1640,0.09920587
1641,0.09663692
1642,0.09663692
1643,0.08938441
1644,0.21335049
1645,0.09663692
1646,0.14839807
1647,0.5637516
1648,0.09663692
1649,0.09663692
1650,0.09663692
1651,0.1108929
1652,0.09663692
1653,0.478678
1654,0.6584218
1655,0.22183342
1656,0.42920107
1657,0.23947161
1658,0.09663692
1659,0.4619099
1660,0.09663692
1661,0.08813882
1662,0.09663693
1663,0.09663693
1664,0.8501747
1665,0.09663692
1666,0.09920587
1667,0.09663692
1668,0.20900767
1669,0.08230159
